text	label
#밤기저귀 로 유명한 팸퍼스	['O', 'O', 'PDT-B', 'O']
선들때문에 지저분해 보였는데	['O', 'PDT-B', 'PDT-I']
우리찌니를 위해서	['O', 'O']
깔끔한 디자인으로 어디에 둬도	['PDT-B', 'O', 'PDT-B', 'PDT-I']
매일 #5분	['O', 'O']
이날 대낮까지만해도 나의 계획은	['O', 'O', 'O', 'O']
출렁다리를 넘으면 용과 호랑이의 조각상이 있다.	['O', 'O', 'O', 'O', 'O', 'O']
- 여자가 보기에 또래 남자애들은 정말 유치하지. 남자 입장에서는 자신을 이해하지 못하는 여자가 재미없고.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
우리신랑도 써보더니 좋다고 하하하	['O', 'O', 'O', 'O']
부드럽게 발림성 좋다!!	['PDT-B', 'PDT-B', 'PDT-I']
10초정도 올려주란다	['O', 'O']
봄이니까 곱게 #메이크업 하고싶은데	['O', 'O', 'O', 'O']
최고의 장점 이였답니다.	['PDT-B', 'PDT-I', 'PDT-I']
3~4일 잘 견디니깐 이젠 익숙해지고 ..	['O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I']
제가 사용해본것중 가장 좋았던 #튼살크림 인데요~	['O', 'O', 'PDT-B', 'PDT-I', 'O', 'O']
#60초마스크 가 있었는데 ㅋㅋ	['O', 'O', 'O', 'O']
블루투스 기능이 있는 것을 사용하거나 아니면 이미 리시버를 갖고 있다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
축제는 26일에 끝나지만, 꽃양귀비는 한동안 장성 황룡강변을 아름답게 물들이고 있을 것.	['O', 'O', 'O', 'TRV-B', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I']
뿅 !! 파스텔톤 컬러가 예쁜 요건 어른꺼 :-)	['O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'O', 'O', 'O']
회원가입 이벤트할때 쟁여놔야지~ ◡̈	['O', 'O', 'PDT-B', 'PDT-I']
가격은 조금 비싸지만 직접 써보니까 역시 달라~ 홈쇼핑에서도 잘 팔리는 이유를 알겠더라고요^^	['PDT-B', 'PDT-I', 'PDT-I', 'O', 'O', 'PDT-B', 'PDT-I', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
붙임머리 헤어피스 한 번쯤 생각해봤다면	['O', 'O', 'O', 'O', 'O']
시원하달까.. 개운해요^^	['PDT-B', 'PDT-B']
부드럽게 피부결 정돈해주기!	['O', 'O', 'O']
#노브라유목민 들을 위한	['PDT-B', 'PDT-I', 'PDT-I']
간편하게 #올인원크림 으로	['PDT-B', 'O', 'O']
그리고 투어 후기를 하도 찾아봤더니	['O', 'O', 'O', 'O', 'O']
하루종일 예쁨받는 동생이 되었답니다	['O', 'O', 'O', 'O']
마동창작마을 (청주시 상당구 문의면 마동리 83-2)	['O', 'O', 'O', 'O', 'O', 'O']
남자는 핑크!!	['O', 'O']
그 와중에 값도 비교적 저렴하고	['O', 'O', 'TRV-B', 'TRV-I', 'TRV-I']
재미와 감동이 적재적소에 배치된 훈훈한 실화 영화 <아이 캔 스피크>. 한 번씩 `울컥`하게 만드는 대사, 장면들이 있기에 눈물 훔칠 수 있는 휴지나 손수건을 미리 준비하고 가라고 권하고 싶다. 가족영화로 보기에 이만큼 좋은 영화가 또 있을까 싶다. 추석 연휴, 가족과 함께 관람할 영화를 찾고 있다면 추천, 또 추천하는 작품이다.	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I']
그래서 1분만에 탄력있고 윤기있는	['O', 'O', 'PDT-B', 'PDT-B']
#착한성분 으로 부담없이 1일1팩	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I']
천장호에서 저기 위까지 오르려면 계단 수십 개는 올라가야 하니 A코스를 타는 친구들에게 위에서 본 출렁다리 모습을 사진으로 건네받아 올려본다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
토르: 라그나로크 (Thor: Ragnarok, 2017.10.27 개봉)	['O', 'O', 'O', 'O', 'O', 'O']
현실에 히어로 따위는 없으며 악당들만 넘쳐나고, 그렇기 때문에 평범한 한 학생이 촌스러운 코스츔을 입고 히어로처럼 행동하다가 배에 칼도 맞고 죽을 뻔 하기도 하고. 각종 흉기로 무장하여 범죄자들을 잔악하게 살해한 뒤 검은 돈을 챙겨가서 신무기 구입을 하는 `히어로`가 나오고...내용상으로나 장면상으로나 각종 폭력이 난무하는 잔인한 작품이 `킥애스` 원작의 정체라고 한다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
좋겠어!! 이 영화를 보고 이런 걸 부러워해도 되는 건가.. =_=;	['MOV-B', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
소설 `FIRST BLOOD`란 작품을 영화화한 것이다.	['O', 'O', 'O', 'O', 'O', 'O']
그나마 괜찮은 순으로 물량이 없음	['TRV-B', 'TRV-I', 'TRV-I', 'TRV-I', 'TRV-I']
발림성부터 너무 맘에 들었는데, 저는 쿨링감이 진짜 너무 맘에 들더라구요.	['O', 'PDT-B', 'PDT-I', 'PDT-I', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
#허니바오밥 샴푸와 트리트먼트	['O', 'O', 'O']
전미선의 마지막 작품이라	['O', 'O', 'O']
#텐셀마스크 라 그런지	['O', 'O', 'O']
#보냉백 과 #쇼퍼백 을 한번에	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
보습 · 수분 관리	['O', 'O', 'O', 'O']
심지어 레알 붙임머리의 1/10 가격 되려나	['O', 'O', 'O', 'O', 'O', 'O']
맑고 탄력있게 수분채워주지요	['O', 'PDT-B', 'PDT-B']
이번편은 전편처럼 지루하진 않다. 전편에서 깔아둔 이야기들이 한번에 폭발하는 듯한 느낌이다. 마법세계는 볼트모트에 의해 점령되었고 덤블도어는 세베루스 스네이프에 의해 살해되었다. 불사의 볼트모트를 쓰러뜨리기 위해서는 그의 영혼을 7개로 나눠둔 `호클룩스`라는 것을 찾아 파괴해야만 한다. 호클룩스는 전부 다른 모습으로 되어있고 어디있는지조차 모른다. 다만 근처에 가면 해리포터가 감지할 수 있을 뿐이다. 또한 호클룩스를 파괴하려면 2편에 나왔던 그리핀도르의 검을 사용해야한다는데...볼트모트에게 점령된 세상 속에서 그의 부하들의 추격을 피하며 호클룩스를 찾아다니며 하나하나 파괴하는 것이 `죽음의 성물`이 핵심 내용이다.	['O', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
마을 전체를 쑥대밭으로 만든 뒤 잡히는 파격적인 내용이었다.	['O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I']
유기물이 들어있어 민감해진 피부를 잠재워주고	['O', 'O', 'PDT-B', 'PDT-I', 'PDT-I']
외출시 항상 챙기게되는 #핸디선풍기	['O', 'O', 'O', 'O']
스파워시는 천연유래성분으로만 99% 꽉채워져서 안심하고 사용해요	['O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
보여줬다면 도화선에서 견자단은 MMA	['O', 'O', 'MOV-B', 'MOV-I']
#포리프 #고래거치대 ㅋㅋ..	['O', 'O', 'O']
이지듀 DW-EGF 링클컨트롤앰플 (10ppm)	['O', 'O', 'O', 'O']
#침구 #침구세트	['O', 'O']
전세탕 설명해주시면서	['O', 'O']
최종장에 그동안 만든 수많은 아이언맨 슈츠를 동시에 불러내어 익스트리미스 전투원들과 싸우는 장면은 이 영화의 백미. 원격조종으로 익스트리미스 특유의 고열을 자동추적하여 공격하게끔 만들고, 적과 싸우는 동안 다양한 슈츠를 실시간으로 갈아입으면서 싸우는 것 역시 멋있다. 다만 그렇게 다양한 슈츠가 나옴에도 불구하고 각 슈츠의 개성은 충분히 발휘되지 못하는 것이 아쉬운 점. 스타크가 이름을 불러내 공중에서 착장한 `하트브레이커`나, 사전 공개로 인해 헐크버스터로 오인 받은 괴력의 슈츠 `이고르`, 중장비처럼 생겨 집게팔이 달린 `레드스내퍼` 정도가 영화 속에서 자신의 성능을 단 한장면씩 보여줬을 뿐 다른 슈츠들은 그냥 날아다니면서 적들을 쏘는 옵션, 최종장을 장식하기 위한 폭죽 같은 느낌으로 끝이 나버렸다. 가능하면 좀 더 아이언맨 슈츠들이 활약하는 것을 보고 싶은 것이 관객들의 마음이겠지만... 번 작품은 `아이언맨`이 아닌 `토니 스타크`가 어떻게 히어로가 되어가는가를 보여주는 것에 집중한 작품이니 어쩔 수 없다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I']
트러블 안뇽~~	['PDT-B', 'PDT-I']
피부타입에 따라 골라서	['O', 'O', 'O']
마스크팩을 밀착력 짱에 남은 앰플 양도 많아요.	['O', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
VDL에서 엑스퍼트컬러 #리얼핏벨벳립스틱 27종이 출시되었는데요~그중 천우희 PICK 의 4가지 컬러를 만나보았어요!	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#경추베개 중 프리미엄 베개인 #스페셜드림	['O', 'O', 'PDT-B', 'PDT-I', 'O']
하루에 한장씩 사용하는	['O', 'O', 'O']
딸 생일날 이혼한 와이프 집을 찾아가지만	['O', 'O', 'O', 'O', 'O', 'O']
사용이 가능!	['PDT-B', 'PDT-I']
원더 우먼 (Wonder Woman, 2017.5.31 개봉)	['O', 'O', 'O', 'O', 'O', 'O']
침이나 찜질치료도 잠시뿐..	['O', 'O', 'O']
쌓아 탑을 만들고, 자신의 집까지 만들어 쓰레기 속에서	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
여기 밑에서 구입 가능▼	['O', 'O', 'O', 'O']
미니미한 사이즈로	['PDT-B', 'PDT-I']
익숙해지니까 괜찮네요?? 이제 편해요!!	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I']
그리고 무엇보다 월트디즈니에서 제작한 가족영화.	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'O']
지금 #올리브영 200ML 기획 세트 구매 시 휴대용사이즈 50ML 증정에	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#올바른 분크림	['PDT-B', 'O']
기분이 좋고	['TRV-B', 'TRV-I']
``해산물 플래터``가 맛있다더라 그렇다더라	['O', 'O', 'O', 'O']
우리는 여행일정이 아직 남아서	['O', 'O', 'O', 'O']
투우사와 황소의 관계가 역전된 후반의 경기 장면, 관객들의 죽이지 말라는 외침에 쿨하게 경기를 포기하고 돌아가는 투우사의 모습이 좋았다. 뻔한 이야기지만 풍부한 캐릭터들로 이야기를 풍성하게 만든 점이 좋다. 아이들에게도, 어른들에게도 제법 좋은 작품이 아닌가 싶다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
자극 없이 부드럽게 #각질케어	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I']
너무너무 추워졌어요	['O', 'O']
좁쌀 여드름 고민이신분들!	['O', 'O', 'O']
하는거 아시죠? #제추착한집	['O', 'O', 'O']
2019 겟잇뷰티에 또 출연함	['O', 'O', 'O', 'O']
일요일에 버거&비어 15달러 스페셜! 굿딜.	['O', 'O', 'O', 'O', 'TRV-B']
특히 #WITHMY #치약 은 유해 성분이 없고, 치과의사가 만들었다고 해서 더욱 믿고 사용할 수 있었는데요 상콤한 레몬향에 맵지 않아 으니랑 주니도 무난하게 잘 쓰고 있어요~	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-B', 'PDT-I', 'PDT-I']
브릴로즈 시카로즈팩은 1장에 마스크팩으로	['O', 'O', 'O', 'O']
뤽 베송의 제 5원소. 이름값에 비해서는 평범한 액션+코메디+SF의 영화. 헐리우드영화의 전형성을 띄고 있긴 하지만 뤽 베송이 16세 때 쓴 시나리오라고 생각하면 놀랍다. 부담없이 편하게 볼 수 있는 재밌는 영화이다. 나름대로 맘에 들었던 것들은 여러 상황을 동시에 진행시켜 일순간 하나의 성격을 띄게끔 통일시켜 결말짓는 구성이라던지, 오페라와 테크노의 적절한 사용으로 SF적인 신비감 고조, 날아다니는 차들이 빌딩 숲들 사이를 꽉꽉 지나가는 환상적인 미래의 풍경...그 분위기들.	['O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
풍부한 포졸란 성분이 들어있어	['O', 'O', 'O', 'O']
+크라제 버거에선 준 음료쿠폰. 근데 스펠이 이상하다. 레인체크라 하면 다음 기회에 쓸 수 있는 무료티켓으로 알고 있는데 rain check가 맞지 않나? 원래는 비오는 날 야구경기에서 유래했으니까.. 뭔가 이상하다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
남아 있는 핸즈가드크림	['O', 'O', 'O']
기분 나쁜맛.....	['TRV-B', 'TRV-I']
#올리브영추천 ..	['O', 'O']
자연스럽게 피부에 밀착!	['PDT-B', 'PDT-I', 'PDT-I']
여러가지 사유로 다시 용병으로 여기저기 전쟁에	['O', 'O', 'O', 'O', 'O', 'O']
파라벤6종 불검출 검사완료, 기미개선, 피부 톤 개선	['O', 'O', 'O', 'O', 'O', 'O', 'O']
마카롱까지 있더라고요.	['O', 'O']
더운 여름에 바르기 좋아요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
기대안하고 가니 더 잼있게 즐겼네	['TRV-B', 'TRV-I', 'TRV-B', 'TRV-I', 'TRV-I']
이젠 올리브영 전 점 입점한다고하니 희소식이 아닐수가 없어요	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
올여름 준비 끝! .	['O', 'O', 'O', 'O']
`헐리우드판`이 나오면 영상은 화려하긴 하되	['O', 'O', 'O', 'O', 'O']
밤거리를 지나 도착한 곳은	['O', 'O', 'O', 'O']
평소 목과 허리가 안좋아서	['O', 'O', 'O', 'O']
해당 알파벳소리가 나오구요~	['O', 'O', 'O']
컴팩트한 사이즈로 파우치안에 쏘옥	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I']
내가 좋아하는 아기옷브랜드 #에뜨와	['O', 'PDT-B', 'O', 'O']
내 피부는 소중하니까~	['O', 'O', 'O']
살다보면 실패를 경험할 수 밖에 없고, 노력해도 안되는 일이 있으며, 인생의 목표가 변하기도 하고, 그 과정에서 다른 길을 찾아낼 수도 있다. 이러한 다른 작품에서는 찾아볼 수 없는 `인생의 교훈`을 이 작품에서는 다루고 있다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
전국 상영관에서	['O', 'O']
#치카치카 #양치 싫어했던 딸,	['O', 'O', 'O', 'O']
클렌징패드도 와플모양이라 너무 잘 클렌징되구 쫀쫀해오! 선크림과 클렌징패드 좋은점은 일단 먼저 순한성분이라는 점이 1번이에요 그리구 어린이부터 어른까지 사용할 수 있는 온가족선크림이라는것 저자극테스트도 완료했다구용	['O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-B', 'O', 'O', 'O', 'O', 'O', 'PDT-B', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'O', 'O', 'O']
정리도 보관도 좋고	['PDT-B', 'PDT-I', 'PDT-I']
미역국은 주 메뉴인것 같다.	['TRV-B', 'TRV-I', 'TRV-I', 'TRV-I']
글러브를 낀 손으로 잉마르 머리를 감싸안는 거 보이남. 자세가 제대로다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I']
패키지가 이쁘면 두배더 기분 좋음 ㅋ..	['O', 'O', 'O', 'O', 'O', 'O']
원래 예약따윈 잘 안하지만 동행이 있는관계로	['O', 'O', 'O', 'O', 'O', 'O']
세정력은 강하게 성분은 순하게 ^^	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-I']
스칼렛 요한슨/미키 루크/기네스 펠트로 주연	['O', 'O', 'O', 'O', 'O']
누구나 사용할수있어 좋아요~	['O', 'O', 'PDT-B']
하지만 1,2학년의 다른 캐릭터들이나 무장전선이라는	['O', 'O', 'O', 'O', 'O']
빠르게 진정되고 당김 없이 수분 꽉 잡아주는 느낌이 굿굿~~	['PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I']
사실 발바닥 굳은살 같은경우에는	['O', 'O', 'O', 'O']
촌티가 팍팍나는데	['O', 'O']
자주 구입하고 있죠 히히	['O', 'O', 'O', 'O']
다니면 되지요 .	['O', 'O', 'O']
중국을 상징하는 동물이지만 무술과는 무관한 동물이다.	['O', 'O', 'O', 'O', 'O', 'O']
전작에서 깜짝 출연하다가 쿠키영상에서 무사히 탈출에 성공한 하워드 덕은 이번에도 틈틈히 그 모습을 비친다. 그 옛날에 나왔던 영화는 흥행에 실패했던 것 같지만 개인적으로는 무척 재미있게 봤던 영화이고 좋아했던 영화였다. 사실 내용이 그 시절의 어린이가 보기에 충분히 즐겁긴 했다. 하워드 덕은 앞으로도 가오갤 시리즈에서 이렇게 까메오로만 출연할지, 스토리 상에 끼어들 것인지 궁금하다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'O', 'MOV-B', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
#음악영화 #롯데시네마평촌 .	['O', 'O', 'O']
피부장벽강화 방패크림 #시카크림 을	['O', 'O', 'O', 'O']
#네추럴페미닌클렌징워시 는 잔여감도 없고,	['O', 'O', 'PDT-B', 'PDT-I']
제형부터가 남다르고요~	['PDT-B', 'PDT-I']
피부자극지수 0.00 #비자극 장품 #베베루나	['PDT-B', 'PDT-I', 'PDT-B', 'O', 'O']
스타일 프리미엄에 앉아 생활중 ㅋㅋ	['O', 'O', 'O', 'O', 'O']
더마토리 #하이포알러제닉시카크림 과 #하이포알러제닉시카젤크림 은 피부 컨디션에 따라 골라 쓸 수 있어서 좋구요~	['O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-I', 'PDT-B']
김영철은 늘 이 프로에서 모두가 공감하는 말을 건넨다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
책상을 발견하고 한눈에 뿅 반한거있죠~	['O', 'O', 'PDT-B', 'PDT-I', 'PDT-I']
피부 깊은 곳까지 스며들어	['O', 'O', 'O', 'O']
만화같은 이야기. 아니, 애초에 원작이 만화인 슈퍼히어로물은 원래 아이들에게 어필하는 작품이다. 그 중에서도 샤잠!은 어린이들이 주인공이며 마법의 힘으로 슈퍼맨 같은 모습으로 변할 수 있는 이야기이니 더더욱 아이들이 좋아할 만 하다. 어렸을 때 ET, 그렘린, 인디아나존스, 구니스, 에일리언, 스타워즈, 슈퍼맨을 보고 자란 세대는 현재 중년이 되었다. 요즘 아이들에게 구니스 같은 작품은 무엇일까? 애초에 요즘에 아이들이 어른과 함께 재미있게 볼 수 있는 가족 영화가 있을까?	['MOV-B', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
탄력과 광채에 도움주는 #항산화세럼	['PDT-B', 'PDT-I', 'PDT-I', 'O']
360도 회전 로티세리로 바베큐도 OK	['O', 'O', 'O', 'O', 'O']
컨실러 + 파데	['O', 'O', 'O']
향도 대박 좋아요 ㅜㅜㅜㅜ	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
많이 신경썼고 큰아들도 넘 편하다네욤..	['O', 'O', 'O', 'O', 'O']
밥 먹으면서 저녁에 뭐할까 고민해야지!	['O', 'O', 'O', 'O', 'O']
보습과 진정 효과는 물론	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
자연스럽게 웃기기도 하고 억지스럽게 웃기기도 하지만 어쨌든	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-B', 'MOV-I', 'MOV-I', 'O']
오랫만에 관리다운 관리 한것 같아 정말 씐나~~	['O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
#베노플러스겔 을 챙겨서 다니는 편이에요..	['O', 'O', 'O', 'O', 'O']
피부에 닿는순간 빠르게 흡수~	['O', 'O', 'PDT-B', 'PDT-I']
그래도 높은 옆샘방지밴드는 그대로 있어서 샘걱정 뚝~!!	['O', 'O', 'O', 'O', 'O', 'PDT-B', 'PDT-I']
갖고 싶었던 것만 쏙쏙	['O', 'O', 'O', 'O']
내장산과 내장사의 이름이 바로 그런 뜻 아니겠는가?	['O', 'O', 'O', 'O', 'O', 'O', 'O']
황당한 센스가 돋보이는 장면이 가득하다.	['MOV-B', 'MOV-I', 'MOV-I', 'MOV-I', 'MOV-I']
넘넘 취향저격이얌	['PDT-B', 'PDT-I']
기대했던것보다 효과가 더욱 좋아요~	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-I']
그래서 130m인 오금산이 눈에 확 띄었나 보다.	['O', 'O', 'O', 'TRV-B', 'TRV-I', 'TRV-I', 'TRV-I']
이젠 걱정 노놉~	['PDT-B', 'PDT-I', 'PDT-I']
좋아하는 아들	['O', 'O']
여기서 매년 10월이면 영산강 억새축제가 열리죠.	['O', 'O', 'O', 'O', 'O', 'O']
잘 잡아 주기까지 부담없이바르기 좋아요	['O', 'O', 'O', 'PDT-B', 'PDT-I']
썬크림BEST5에 선정	['O', 'O']
항아리 안에서는 지금 열심히 된장이나 간장 등이 숙성되고 있겠지?	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
2017 국가품질경영 대통령상 수상!!	['O', 'O', 'O', 'O']
화장도 찰떡같이 잘먹어지는게 넘 좋더라구요	['PDT-B', 'PDT-I', 'PDT-I', 'PDT-B', 'PDT-I']
아옴그 보며 잠 들었음	['O', 'O', 'O', 'O']
칫솔모가 무려 3개 ! 3개의 브러시가	['O', 'O', 'O', 'O', 'O', 'O']
중국 자본의 영향으로 영화 전체에 걸쳐 중국 캐릭터와 중국어로 가득하다. 하지만 재미만큼은 확실. 최종 전투는 결국 일본이고, 일본 도쿄를 괴수와 거대 로봇들이 신나게 때려부수며 전투를 벌인다. 수많은 일본의 빌딩들이 부서지고 무너지고...유니콘 건담 석상도 잠깐 나온다.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOV-B', 'MOV-I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#공기밥 보다 냄비밥 #강력추천	['O', 'O', 'TRV-B', 'TRV-I']
